Unnamed: 0,학정번호,과목명,분반,수강가능한 학과,다전공생 수강불가,학년,연계,이수,학점,시수,담당교수,강의시간,강의유형,외국인재학생,국내재학생,선수과목,전공 인정 학과 ,참빛인재대학,체육특기자,기타
459,0000-1-3414-09,대학물리및실험1,로봇 (J5~J8),"J5,J6,J7,J8",,,Null,교선,3,4,최진성,"(2:2),(4:1),(4:2)",Null,,,,,,,
460,0000-1-3414-10,대학물리및실험1,로봇 (J5~J8),"J5,J6,J7,J8",,,Null,교선,3,4,Null,"(2:4),(4:3),(4:4)",Null,,,,,,,
461,0000-1-3414-11,대학물리및실험1,로봇 (J5~J8),"J5,J6,J7,J8",,,Null,교선,3,4,Null,"(1:3),(1:4),(3:4)",Null,,,,,,,
462,0000-1-3414-12,대학물리및실험1,로봇 (J5~J8),"J5,J6,J7,J8",,,Null,교선,3,4,구제환,"(1:5),(1:6),(3:6)",Null,,,,,,,
463,0000-1-3414-13,대학물리및실험1,건축공학(A2),A2,,,Null,교선,3,4,정란주,"(2:3),(2:4),(4:4)",Null,,,,,,,
464,0000-1-9753-01,대학물리학1,"전융,전기,반도체 (E7~E8,J1~J2, T1~T2)","E7,E8,J1,J2,T1,T2",,,Null,교선,3,3,이건준,"(1:5),(3:6)",원격수업50이상,,,,,,,
465,0000-1-9753-02,대학물리학1,"전융,전기,반도체 (E7~E8,J1~J2, T1~T2)","E7,E8,J1,J2,T1,T2",,,Null,교선,3,3,정란주,"(2:1),(4:2)",Null,,,,,,,
466,0000-1-9753-03,대학물리학1,"전융,전기,반도체 (E7~E8,J1~J2, T1~T2)","E7,E8,J1,J2,T1,T2",,,Null,교선,3,3,Null,"(2:3),(4:4)",Null,,,,,,,
467,0000-1-9753-04,대학물리학1,"전융,전기,반도체 (E7~E8,J1~J2, T1~T2)","E7,E8,J1,J2,T1,T2",,,Null,교선,3,3,Null,"(5:5),(5:6)",Null,,,,,,,
468,0000-1-9753-05,대학물리학1,"컴정,소프트 (C1~C6)","C1,C2,C3,C4,C5,C6",,,Null,교선,3,3,Null,"(1:1),(3:2)",Null,,,,,,,
469,0000-1-9753-06,대학물리학1,"컴정,소프트 (C1~C6)","C1,C2,C3,C4,C5,C6",,,Null,교선,3,3,이인숙,"(5:1),(5:2)",Null,,,,,,,
470,0000-1-9753-07,대학물리학1,"컴정,소프트 (C1~C6)","C1,C2,C3,C4,C5,C6",,,Null,교선,3,3,김용철,"(5:3),(5:4)",Null,,,,,,,
471,0000-1-9753-08,대학물리학1,"화학공학과 (K1,K2)","K1,K2",,,Null,교선,3,3,엄화진,"(1:4),(3:3)",Null,,,,,,,
472,0000-1-5220-01,일반물리및실험1,"전자바이오물리학과 (N2,N3)","N2,N3",,,Null,교선,4,5,최은하,"(1:3),(3:4),(2:5),(2:6)",Null,,,,,,,
473,0000-1-5220-02,일반물리및실험1,"화학과 (N4,N5)",N4.N5,,,Null,교선,4,5,권기청,"(1:2),(3:1),(1:5),(1:6)",Null,,,,,,,
474,0000-1-3415-01,대학화학및실험1,"컴정,소프트 (C1~C6)","C1,C2,C3,C4,C5,C6",,,Null,교선,3,4,최한,"(2:3),(2:4),(4:4)",Null,,,,,,,
475,0000-1-3415-02,대학화학및실험1,"컴정,소프트 (C1~C6)","C1,C2,C3,C4,C5,C6",,,Null,교선,3,4,이혜정,"(2:5),(2:6),(4:6)",Null,,,,,,,
476,0000-1-3415-03,대학화학및실험1,화학공학과 (K1),K1,,,Null,교선,3,4,박세규,"(1:2),(3:1),(3:2)",Null,,,,,,,
477,0000-1-3415-04,대학화학및실험1,화학공학과 (K2),K2,,,Null,교선,3,4,손희상,"(1:2),(3:1),(3:2)",Null,,,,,,,
478,0000-1-3415-05,대학화학및실험1,환경공학과(K3),K3,,,Null,교선,3,4,양재규,"(1:1),(1:2),(3:2)",Null,,,,,,,
479,0000-1-7466-01,대학화학,"전자,재료 (E2,E4,J3,J4)","E2,E4,J3,J4",,,Null,교선,3,3,이도남,"(1:6),(3:5)",Null,,,,,,,
480,0000-1-7466-02,대학화학,"전자,재료 (E2,E4,J3,J4)","E2,E4,J3,J4",,,Null,교선,3,3,Null,(2:5),원격수업100?,,,,,,,
481,0000-1-7466-03,대학화학,건축공학(A2),A2,,,Null,교선,3,3,이도남,"(2:2),(4:1)",Null,,,,,,,
482,0000-1-1223-01,일반화학및실험1,"전자바이오물리학과 (N2,N3)","N2,N3",,,Null,교선,4,5,손성윤,"(1:4),(3:3),(4:5),(4:6)",Null,,,,,,,
483,0000-1-1223-02,일반화학및실험1,"화학과 (N4,N5)","N4,N5",,,Null,교선,4,5,손성윤,"(2:3),(4:4),(4:1),(4:2)",Null,,,,,,,
484,0000-1-6527-01,대학생물및실험,화공 (K1),K1,,,Null,교선,3,4,이택,"(1:5),(1:6),(1:7)",Null,,,,,,,
485,0000-1-6527-02,대학생물및실험,환경 (K3),K3,,,Null,교선,3,4,장민,"(2:5),(2:6),(2:7)",Null,,,,,,,
486,0000-1-9777-01,글쓰기연습,외국인만 수강가능,,,,Null,교선,3,3,정경화,"(1:5),(1:6)",외국인전용,True,False,,,,,
487,0000-1-9777-02,글쓰기연습,외국인만 수강가능,,,,Null,교선,3,3,이광훈,"(1:5),(1:6)",외국인전용,True,False,,,,,
488,0000-1-9777-03,글쓰기연습,외국인만 수강가능,,,,Null,교선,3,3,박꽃새미,"(1:3),(1:4)",외국인전용,True,False,,,,,
489,0000-1-9777-04,글쓰기연습,외국인만 수강가능,,,,Null,교선,3,3,도옥루이엔,"(1:3),(1:4)",외국인전용,True,False,,,,,
490,0000-1-4120-01,대학한국어,외국인만 수강가능,,,,Null,교선,3,3,이주민,"(1:1),(3:2)",외국인전용,True,False,,,,,
491,0000-1-4120-02,대학한국어,외국인만 수강가능,,,,Null,교선,3,3,이윤덕,"(1:2),(3:1)",외국인전용,True,False,,,,,
492,0000-1-7132-01,시사한국어,외국인만 수강가능,,,,Null,교선,3,3,이미정,"(5:3),(5:4)",외국인전용,True,False,,,,,
493,0000-1-9778-01,한국어텍스트읽기,외국인만 수강가능,,,,Null,교선,3,3,이은진,"(2:1),(4:2)",외국인전용,True,False,,,,,
494,0000-1-9778-02,한국어텍스트읽기,외국인만 수강가능,,,,Null,교선,3,3,이영진,"(2:1),(4:2)",외국인전용,True,False,,,,,
495,0000-1-9778-03,한국어텍스트읽기,외국인만 수강가능,,,,Null,교선,3,3,도옥루이엔,"(2:5),(2:6)",외국인전용,True,False,,,,,
496,0000-2-4123-01,경영한국어,외국인만 수강가능,,,,Null,교선,3,3,한승희,"(5:5),(5:6)",외국인전용,True,False,,,,,
497,0000-2-4642-01,논리적글쓰기,외국인만 수강가능,,,,Null,교선,3,3,김경희,"(3:3),(3:4)",외국인전용,True,False,,,,,
498,0000-2-4642-02,논리적글쓰기,외국인만 수강가능,,,,Null,교선,3,3,김연주,"(3:5),(3:6)",외국인전용,True,False,,,,,
499,0000-2-4642-03,논리적글쓰기,외국인만 수강가능,,,,Null,교선,3,3,김예나,"(3:5),(3:6)",외국인전용,True,False,,,,,
500,0000-2-4642-04,논리적글쓰기,외국인만 수강가능,,,,Null,교선,3,3,도옥루이엔,"(3:3),(3:4)",외국인전용,True,False,,,,,
501,0000-2-4122-01,인문사회한국어,외국인만 수강가능,,,,Null,교선,3,3,이경수,"(2:3),(4:4)",외국인전용,True,False,,,,,
502,0000-2-7133-01,한국어발표와토론,외국인만 수강가능,,,,Null,교선,3,3,소열녕,"(2:3),(4:4)",외국인전용,True,False,,,,,
503,0000-2-7133-02,한국어발표와토론,외국인만 수강가능,,,,Null,교선,3,3,조현주,"(2:3),(4:4)",외국인전용,True,False,,,,,
504,0000-2-7133-03,한국어발표와토론,외국인만 수강가능,,,,Null,교선,3,3,소열녕,"(2:4),(4:3)",외국인전용,True,False,,,,,
505,0000-2-7133-04,한국어발표와토론,외국인만 수강가능,,,,Null,교선,3,3,김미영,"(2:4),(4:3)",외국인전용,True,False,,,,,
506,0000-2-7133-05,한국어발표와토론,외국인만 수강가능,,,,Null,교선,3,3,이경수,"(2:4),(4:3)",외국인전용,True,False,,,,,
507,0000-2-6021-01,한국어표현연습,외국인만 수강가능,,,,Null,교선,3,3,유혜선,"(5:1),(5:2)",외국인전용,True,False,,,,,
508,0000-2-6021-02,한국어표현연습,외국인만 수강가능,,,,Null,교선,3,3,김도영,"(2:5),(4:6)",외국인전용,True,False,,,,,
509,0000-1-3675-01,외국인학생을위한기초수학,외국인만 수강가능,,,,Null,교선,3,3,최종성,"(2:2),(4:1)",외국인전용,True,False,,,,,
510,0000-1-3535-01,미래소비사회와상품,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,2,2,건국대학교 김시월,0,원격수업100?,,,,,,,
511,0000-1-5706-01,상상과창조,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 이태희,0,원격수업100?,,,,,,,
512,0000-1-6061-01,문화콘텐츠스토리텔링전략,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 송화,0,원격수업100?,,,,,,,
513,0000-1-6581-01,문화기술과사회변동,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 두일철,0,원격수업100?,,,,,,,
514,0000-1-6997-01,기업경영과비즈니스전략,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 김아라,0,원격수업100?,,,,,,,
515,0000-1-7000-01,21세기기업의인재상,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,광운대학교 김정권,0,원격수업100?,,,,,,,
516,0000-1-7475-01,생활속의계약과협상,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,광운대학교 심상렬,0,원격수업100?,,,,,,,
517,0000-1-7926-01,정보사회학입문,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 윤영민,0,원격수업100?,,,,,,,
518,0000-1-8129-01,저작권과스마트폰의이해,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,2,2,건국대학교 정연덕,0,원격수업100?,,,,,,,
519,0000-1-8833-01,철학과인간가치,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 이재복,0,원격수업100?,,,,,,,
520,0000-1-9469-01,행복한금융생활,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,광운대학교 송영출,0,원격수업100?,,,,,,,
521,0000-1-9930-01,"화폐와금융의과거,현재그리고미래",Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 현정환,0,원격수업100?,,,,,,,
522,0000-2-3536-01,4차산업혁명:융합적분석과인문학의대안,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 이도흠,0,원격수업100?,,,,,,,
523,0000-2-4655-01,빅데이터시대의ESG트렌드,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 김성희,0,원격수업100?,,,,,,,
524,0000-2-4656-01,언어의품격:언어바르고품위있게사용하기,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 전은진,0,원격수업100?,,,,,,,
525,0000-2-6237-01,음식과세계문화,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,덕성여자대학교 김건희,0,원격수업100?,,,,,,,
526,0000-2-6238-01,그린IT의이해,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한성대학교 조세홍/김일민,0,원격수업100?,,,,,,,
527,0000-2-6580-01,글로벌시대의예술과가치,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,광운대학교 도승연,0,원격수업100?,,,,,,,
528,0000-2-6999-01,색채심리와현대생활,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,광운대학교 김문석,0,원격수업100?,,,,,,,
529,0000-2-7473-01,성공하는문화콘텐츠소재개발전략,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 공정배,0,원격수업100?,,,,,,,
530,0000-2-7476-01,전략적의사결정과문제해결,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,광운대학교 박종구,0,원격수업100?,,,,,,,
531,0000-2-8630-01,"고객관계관리 (구,고객관계관리전략)",Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한성대학교 김형수,0,원격수업100?,,,,,,,
532,0000-2-9266-01,채움과비움:나이듦의인문학적이해,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,한양대학교 윤성호,0,원격수업100?,,,,,,,
533,0000-2-9470-01,현대사회와신소재,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,광운대학교 손희상,0,원격수업100?,,,,,,,
534,0000-1-3093-01,한국영화사로보는가족,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,강성률,"(5:7),(5:8)",원격수업100?,,,,,,,
535,0000-1-4428-01,디지털신기술기반신재생에너지,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,손희상,"(2:7),(2:8)",원격수업100?,,,,,,,
536,0000-1-4429-01,"메타버스,찐고수되기",Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,정동훈,"(1:8),(1:9)",원격수업100?,,,,,,,
537,0000-1-4430-01,"슬기로운가정생활,관계놀이",Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,최윤희 윤란호,"(4:8),(4:9)","원격수업100,팀티칭강의",,,,,,,
538,0000-1-4430-02,"슬기로운가정생활,관계놀이",외국인만 수강가능,,,,Null,교선,3,3,최윤희 윤란호,"(4:8),(4:9)","원격수업100,팀티칭강의,외국인전 용",True,False,,,,,
539,0000-1-4431-01,ICT가바꾸는미래의법,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,선지원,"(2:5),(2:6)",원격수업100?,,,,,,,
540,0000-1-4848-01,현대중국예술과문화코드이해,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,전보옥,"(1:7),(1:8)",원격수업100?,,,,,,,
541,0000-1-4848-02,현대중국예술과문화코드이해,외국인만 수강가능,,,,Null,교선,3,3,전보옥,"(1:7),(1:8)","원격수업100,외국인전용",True,False,,,,,
542,0000-1-4849-01,배터리신기술과우리의생활,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,손희상,"(4:7),(4:8)",원격수업100?,,,,,,,
543,0000-1-4849-02,배터리신기술과우리의생활,외국인만 수강가능,,,,Null,교선,3,3,손희상,"(4:7),(4:8)","원격수업100,외국인전용",True,False,,,,,
544,0000-1-4850-01,수학적사고로보는세상,Null,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,Null,교선,3,3,최종성,"(3:7),(3:8)",원격수업100?,,,,,,,
545,0000-1-4850-02,수학적사고로보는세상,외국인만 수강가능,,,,Null,교선,3,3,최종성,"(3:7),(3:8)","원격수업100,외국인전용",True,False,,,,,
546,0000-1-4852-01,디지털헬스케어산업의이해,핵심직무1,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,기초,교선,2,4,이석준,(6:3),"원격수업100,1~9주차 운영",,,,,,,
547,5080-2-4964-01,디지털서비스프로젝트관리실무,핵심직무1,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,심화,전선,2,5,이석준,"(3:7),(3:8),(3:9)","원격수업50이상,10~15주차 운영",,,,"B1,B2,B3,B4",,,
548,0000-1-4853-01,IoT헬스케어서비스및제품의이해,핵심직무2,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,기초,교선,2,4,이재선,(6:5),"원격수업100,1~9주차 운영",,,,,,,
549,6050-2-4903-01,IoT헬스케어서비스제품개발실무,핵심직무2,"E1,E2,E3,E4,E5,E6,E7,E8,J1,J2,J3,J4,T1,T2,C1,C2,C3,C4,C5,C6,C7,C8,C9,J5,J6,J7,J8,A1,A2,K1,K2,K3,N1,N2,N3,N4,N5,P1,B1,B2,B3,B4,B5,B6,R1,R2,R3,R4,R5,M1,M2,S1,S2,S3,S3,L1,L2,L3,V1,V2,V3,V4",,,심화,전선,2,5,김양래,"(2:7),(2:8),(2:9)","원격수업50이상,10~15주차 운영",,,,"N4,N5",,,
